price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
USD 800.000,2000m²,280m²,6,2,1,4,1,A estrenar,",  Fincas de Maschwitz, Escobar"
USD 1.500.000,1400m²,550m²,,3,,4,,,",  Santa María de Tigre, Rincón de Milberg"
USD 250.000,154m²,141m²,4,2,1,3,,45,",  Monte Castro, Capital Federal"
USD 255.000,450m²,190m²,6,2,1,4,,15,",  San Antonio De Padua, Merlo"
USD 249.000,851m²,150m²,4,3,,3,1,A estrenar,",  San Matías, Escobar"
USD 240.000,1032m²,156m²,,2,1,3,,14,",  Fisherton, Rosario"
USD 298.000,1000m²,302m²,,4,,4,,1,",  Haras Santa María, Escobar"
USD 447.000,260m²,210m²,5,2,1,3,1,15,",  Vicente López, Vicente López"
USD 1.150.000,986m²,325m²,7,3,,4,1,A estrenar,",  Lagos del Golf, Nordelta"
USD 350.000,1130m²,309m²,3,3,1,3,,A estrenar,",  Granja de Funes, Córdoba"
USD 189.000,220m²,110m²,4,,1,3,,45,",  San Justo, La Matanza"
USD 1.650.000,878m²,380m²,5,4,,4,,A estrenar,",  Lagos del Golf, Nordelta"
USD 650.000,1800m²,1m²,5,3,,3,1,1,",  Buenos Aires Golf, Bella Vista"
USD 1.400.000,1200m²,400m²,,5,1,4,,7,",  La Isla, Nordelta"
USD 1,1250m²,240m²,6,4,1,4,,1,",  San Carlos de Bariloche, San Carlos de Bariloche"
USD 750.000,,260m²,4,2,1,3,1,15,",  Tortugas Country Club, Manuel Alberti"
USD 130.000,90m²,85m²,3,,1,2,1,A estrenar,",  General San Martín, GBA Norte"
USD 195.000,200m²,120m²,4,,,0,,40,",  Bernal, Quilmes"
USD 438.000,500m²,320m²,6,2,,4,,28,",  Villa Ballester, General San Martín"
USD 397.000,800m²,290m²,5,3,,4,1,12,",  Tigre, GBA Norte"
USD 280.000,180m²,180m²,,2,,3,,6,",  San Francisco (Pilar), Pilar"
USD 230.000,150m²,150m²,6,3,,0,1,10,",  Las Praderas, Luján"
USD 3.250.000,626m²,626m²,,5,,4,,,",  Pilar, Pilar"
USD 285.000,320m²,210m²,8,2,1,4,,15,",  La Plata, La Plata"
USD 1.500,1666m²,490m²,6,4,,4,1,A estrenar,",  Saint Thomas, Esteban Echeverría"
USD 120.000,230m²,90m²,3,,,2,,35,",  Caseros, Tres de Febrero"
USD 400.000,1400m²,400m²,5,4,,4,,50,",  Parque Leloir, Ituzaingó"
USD 438.000,900m²,290m²,4,3,1,3,1,5,",  San Benito, Villanueva"
USD 380.000,1000m²,280m²,7,3,,5,1,A estrenar,",  Norte, El Cantón"
USD 870.000,,304m²,,4,,4,,,",  Los Lagos, Nordelta"
USD 570.000,450m²,227m²,,3,,4,,,",  Nordelta, Tigre"
USD 435.000,266m²,266m²,4,2,,3,,30,",  Vicente López, Vicente López"
Consultar precio,540m²,620m²,5,3,1,4,,A estrenar,",  Ludueña, Rosario"
USD 490.000,220m²,200m²,5,3,1,4,,13,",  Las Glorietas, Nordelta"
USD 570.000,396m²,315m²,,4,,3,,,",  Martínez, San Isidro"
USD 390.000,300m²,300m²,5,3,,4,1,15,",  Saint Thomas, Esteban Echeverría"
USD 85.000,67m²,67m²,,2,,2,,,",  Del Viso, Pilar"
USD 580.000,938m²,240m²,5,4,,4,1,A estrenar,",  Muelles, Puertos"
USD 220.000,860m²,243m²,4,2,1,3,1,A estrenar,",  Alamo Alto, Escobar"
USD 420.000,500m²,176m²,6,3,,3,1,A estrenar,",  Castaños, Nordelta"
USD 380.000,337m²,127m²,4,2,1,3,1,60,",  Martínez, San Isidro"
USD 245.000,228m²,150m²,4,2,1,3,1,5,",  Canning, Ezeiza"
USD 220.000,473m²,69m²,3,,,2,,55,",  Adrogué, Almirante Brown"
Consultar precio,480m²,480m²,,6,,5,,8,",  Pacheco Golf Club, General Pacheco"
USD 540.000,500m²,250m²,5,3,,3,1,A estrenar,",  Nordelta, Tigre"
USD 250.000,181m²,181m²,3,,,2,,,",  Pinamar, Buenos Aires Costa Atlántica"
USD 290.000,390m²,150m²,5,2,,3,1,A estrenar,",  Bella Vista, San Miguel"
USD 160.000,80000m²,130m²,6,2,,3,,10,",  Islas, San Fernando"
USD 130.000,200m²,100m²,4,,1,3,1,10,",  Ituzaingó, Ituzaingó"
USD 175.000,,200m²,4,2,1,3,,17,",  Los Plátanos, Córdoba"
USD 339.000,200m²,180m²,4,3,,3,,5,",  Aranzazu, Escobar"
USD 349.000,583m²,330m²,5,,,0,,45,",  Barracas, Capital Federal"
USD 550.000,810m²,225m²,3,2,1,2,,,",  Lomas de San Isidro, San Isidro"
USD 277.000,,230m²,4,4,,3,,A estrenar,",  Belén de Escobar, Escobar"
USD 699.000,678m²,270m²,5,3,,4,1,30,",  Ramos Mejía, La Matanza"
USD 280.000,180m²,180m²,5,2,,4,1,,",  Monte Grande, Esteban Echeverría"
USD 280.000,132m²,132m²,4,2,1,3,1,En construcción,",  Florida, Vicente López"
USD 349.900,209m²,193m²,4,4,,3,,A estrenar,",  Acacias, Puertos"
USD 200.000,280m²,180m²,4,,,3,1,1985,",  Caseros, Tres de Febrero"
USD 185.000,180m²,180m²,3,3,1,3,,A estrenar,",  Chacra del Norte, Córdoba"
USD 158.000,129m²,129m²,3,,,2,1,40,",  Boulogne Sur Mer, San Isidro"
USD 175.000,160m²,140m²,5,2,,3,,A estrenar,",  Rosario, Santa Fe"
USD 280.000,416m²,245m²,4,2,1,4,,60,",  Cerro de las Rosas, Córdoba"
USD 370.000,1000m²,244m²,5,,,3,1,15,",  Castelar, Morón"
USD 365.000,1040m²,,5,4,,4,1,17,",  La Peregrina, Pilar"
USD 155.000,264m²,200m²,,,,2,,50,",  Arroyito, Rosario"
USD 160.000,338m²,,3,,,2,,60,",  Adrogué, Almirante Brown"
USD 80.000,100m²,90m²,5,2,,3,,20,",  Abasto, Rosario"
Consultar precio,908m²,159m²,,3,,3,,,",  San Rafael, Villanueva"
USD 150.000,180m²,115m²,3,2,1,3,,A estrenar,",  La Catalina Urbanizacion Residencial, Córdoba"
USD 195.000,131m²,95m²,4,,,2,,50,",  Florida, Vicente López"
USD 280.000,530m²,200m²,5,,,4,,,",  Villa Udaondo, Ituzaingó"
USD 340.000,615m²,198m²,5,2,1,3,1,A estrenar,",  Puertos, Escobar"
USD 400.000,1000m²,320m²,4,3,1,4,,4,",  San Isidro, Villa Allende"
USD 270.000,930m²,155m²,4,3,,3,1,5,",  El Aromo, Escobar"
USD 130.000,2819m²,120m²,4,0,,3,1,A estrenar,",  Escobar, GBA Norte"
USD 85.000,48m²,48m²,3,,,2,,8,",  Islas del Paraná, Delta"
USD 300.000,250m²,250m²,5,,,4,,,",  Centro, Rosario"
USD 790.000,,750m²,0,4,,4,,A estrenar,",  San Diego, Moreno"
USD 420.000,500m²,300m²,12,4,,3,1,19,",  Acassuso, San Isidro"
USD 330.000,820m²,170m²,4,2,1,3,1,9,",  La Montura, Pilar"
USD 165.000,308m²,78m²,,2,,2,,,",  El Portal de Pilar, Pilar"
USD 275.000,887m²,154m²,4,2,,3,1,A estrenar,",  San Matías, Escobar"
USD 570.000,265m²,240m²,5,3,1,3,1,2,",  Nordelta, Tigre"
USD 209.000,800m²,160m²,4,2,,3,1,A estrenar,",  Norte, El Cantón"
USD 200.000,241m²,250m²,7,2,1,3,,35,",  San Fernando, San Fernando"
USD 215.000,500m²,177m²,5,2,,3,1,20,",  Aranjuez, Escobar"
USD 1.600.000,561m²,511m²,,4,,4,,,",  El Golf, Nordelta"
USD 150.000,201m²,103m²,3,,,2,,50,",  Beccar, San Isidro"
USD 380.000,420m²,420m²,7,2,,6,1,20,",  Monte Grande, Esteban Echeverría"
USD 235.000,478m²,106m²,3,,,2,1,20,",  Parque Leloir, Ituzaingó"
USD 690.000,434m²,402m²,6,4,,5,1,,",  Saint Thomas, Esteban Echeverría"
USD 1,300m²,60m²,4,,,2,,1,",  Santa Rosa de Calamuchita, Córdoba"
Consultar precio,1000m²,160m²,0,,,3,,15,",  Rosario, Santa Fe"
USD 198.000,450m²,148m²,,3,,4,,1,",  El Hornero, Pilar"
USD 260.000,,170m²,0,3,,4,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 340.000,260m²,220m²,4,2,,3,,,
USD 155.000,300m²,120m²,4,,1,3,1,A estrenar,",  Villa Udaondo, Ituzaingó"
USD 385.000,225m²,225m²,4,3,,3,1,8,",  Nuevo Lorenzo, La Plata"
USD 185.000,611m²,155m²,5,3,,3,,25,",  Mapuche, Pilar"
USD 420.000,233m²,245m²,4,2,1,3,,35,",  Acassuso, San Isidro"
USD 449.900,,251m²,4,4,,3,,,",  Acacias, Puertos"
USD 845.000,387m²,367m²,,4,,4,,14,",  Santa Bárbara, Tigre"
USD 530.000,754m²,240m²,3,2,,3,1,A estrenar,",  La Comarca, Tigre"
USD 230.000,190m²,190m²,4,2,,3,1,10,",  La Delfina, Pilar"
USD 420.000,311m²,180m²,5,2,1,0,,9,",  Olivos, Vicente López"
USD 780.000,1800m²,382m²,5,4,,4,,8,",  Los Lagartos Country Club, Pilar"
USD 350.000,,400m²,,3,,3,,,",  Constitución, Mar del Plata"
USD 339.000,,148m²,,3,,3,,,",  San Isidro, San Isidro"
USD 430.000,2043m²,,5,3,,3,1,15,",  Highland Park, Pilar"
USD 98.000,160m²,60m²,3,,,2,,8,",  Ezeiza, Ezeiza"
USD 467.000,272m²,220m²,,,,,,A estrenar,",  San Rafael, Villanueva"
USD 220.000,257m²,153m²,4,2,1,3,1,24,",  Villa Luzuriaga, La Matanza"
USD 260.000,,180m²,,3,1,3,,,",  Centro, Pinamar"
USD 290.000,260m²,260m²,,4,,4,,,",  Tortugas Chico, Pilar"
USD 490.000,,232m²,,4,,3,,,",  Norte Playa, Pinamar"
USD 239.000,1140m²,250m²,5,4,1,4,1,30,",  Los Lagartos Country Club, Pilar"
USD 1.800.000,2250m²,800m²,,4,,6,,,",  Lomas de San Isidro, San Isidro"
USD 350.000,970m²,220m²,4,3,,3,,A estrenar,",  Canning, Ezeiza"
USD 1.500.000,3220m²,570m²,0,5,,4,1,30,",  Lomas de San Isidro, San Isidro"
Consultar precio,356m²,205m²,5,3,,4,,40,",  Parque Vélez Sársfield, Córdoba"
USD 380.000,1597m²,246m²,5,3,1,4,1,10,",  Lomas de Fátima, Pilar"
USD 480.000,2600m²,400m²,8,4,,5,1,15,",  Los Pingüinos, Ituzaingó"
USD 240.000,278m²,130m²,4,,1,3,,20,",  Villa Gesell, Buenos Aires Costa Atlántica"
USD 307.000,250m²,250m²,4,3,,3,1,7,",  Altos de Maschwitz, Maschwitz"
USD 298.000,346m²,174m²,,2,,3,,,",  Martínez, San Isidro"
USD 235.000,270m²,150m²,4,2,,3,1,17,",  Las Cabañas, Hurlingham"
USD 450.000,450m²,150m²,4,4,,2,,,",  Los Troncos, Mar del Plata"
USD 235.000,154m²,110m²,5,,1,3,,40,",  Olivos, Vicente López"
USD 140.000,94m²,101m²,3,2,1,2,,A estrenar,",  Ituzaingó, Ituzaingó"
Consultar precio,480m²,450m²,0,4,,5,,30,",  San Vicente, Córdoba"
USD 240.000,530m²,300m²,6,2,,3,1,30,",  Villa Sarmiento, Morón"
USD 780.000,390m²,300m²,4,4,,3,,,",  Los Troncos, Mar del Plata"
USD 380.000,743m²,229m²,4,,1,3,,A estrenar,",  Puertos, Escobar"
USD 690.000,370m²,370m²,,,,4,,,",  San Jorge Village, Malvinas Argentinas"
USD 300.000,300m²,300m²,4,2,,3,,12,",  Las Tejas del Sur, Córdoba"
USD 118.000,100m²,100m²,3,2,1,2,1,A estrenar,",  Villa Elisa, La Plata"
Consultar precio,300m²,175m²,3,2,,3,,39,",  Rosario, Santa Fe"
USD 198.000,323m²,180m²,6,,,3,1,31,",  Jose Marmol, Almirante Brown"
USD 490.000,1500m²,280m²,3,4,,3,,8,",  El Bosque, Córdoba"
USD 700.000,1500m²,,3,2,,3,,10,",  Altos del Chateau, Córdoba"
USD 500.000,420m²,420m²,6,5,,5,1,8,",  La Magdalena, Ezeiza"
USD 255.000,2000m²,182m²,3,3,,,,4,",  Comarcas de Luján, Luján"
USD 65.000,140m²,72m²,3,2,,2,,40,",  La Bastilla, Ciudad de Mendoza"
USD 180.000,,130m²,4,,,3,,7,
USD 175.000,140m²,110m²,4,,1,3,1,8,",  Ramos Mejía, La Matanza"
USD 460.000,,218m²,5,2,1,3,1,20,",  Martínez, San Isidro"
USD 440.000,900m²,270m²,8,4,,4,1,8,",  Campos de Alvarez, Moreno"
Consultar precio,2150m²,356m²,7,4,,5,1,14,",  Abril, Berazategui"
USD 225.000,245m²,181m²,5,3,,4,,20,",  Bella Vista, San Miguel"
USD 395.000,,320m²,4,4,,3,,5,",  Haedo, Morón"
USD 720.000,1788m²,373m²,,6,,3,,,",  Mapuche, Pilar"
USD 155.000,115m²,115m²,5,2,1,4,,,",  Luis Guillón, Esteban Echeverría"
USD 120.000,175m²,84m²,3,2,,2,1,A estrenar,",  Barrio Las Banderitas, City Bell"
USD 2.500.000,580m²,530m²,7,5,,4,1,5,",  Nordelta, Tigre"
USD 450.000,1100m²,300m²,5,4,,4,,50,",  Tigre, GBA Norte"
Consultar precio,900m²,335m²,5,5,,4,,A estrenar,",  Fisherton, Rosario"
USD 225.000,146m²,144m²,3,2,,2,,40,",  San Isidro, San Isidro"
USD 420.000,250m²,180m²,4,2,,3,,12,",  Villa del Parque, Capital Federal"
USD 1.590.000,604m²,474m²,,8,,5,,,",  Lagos del Golf, Nordelta"
USD 210.000,323m²,,9,3,,3,,13,",  Córdoba, Córdoba"
USD 220.000,160m²,160m²,,2,,3,,,",  Canning, Ezeiza"
USD 220.000,550m²,250m²,5,3,,3,,15,",  Argüello, Córdoba"
USD 560.000,800m²,270m²,6,3,,4,1,12,",  La Alameda, Nordelta"
USD 250.000,207m²,207m²,8,3,1,6,,30,",  Piñeyro, Avellaneda"
USD 160.000,600m²,200m²,8,3,1,0,,10,
USD 45.000,86m²,80m²,3,,,2,,A estrenar,",  San Carlos, Córdoba"
USD 240.000,742m²,154m²,4,3,,3,1,A estrenar,",  San Matías, Escobar"
USD 243.000,150m²,150m²,,,1,2,,,",  Florida Oeste, Vicente López"
USD 349.000,230m²,230m²,,3,,3,,12,",  Los Pilares, Pilar"
USD 200.000,192m²,140m²,6,2,,5,,40,",  Beccar, San Isidro"
USD 350.000,450m²,200m²,4,2,,3,,1,",  Altos de Hudson II, Berazategui"
USD 315.000,600m²,240m²,7,3,,5,1,A estrenar,",  Fincas de Maschwitz, Escobar"
USD 1.950.000,,520m²,6,6,,5,,4,",  Los Castores, Nordelta"
USD 100.000,121m²,121m²,9,2,,3,,35,",  Arroyito, Rosario"
USD 280.000,200m²,191m²,7,3,,6,1,A estrenar,",  Monte Grande, Esteban Echeverría"
USD 235.000,500m²,120m²,3,2,,2,,10,",  Parque Leloir, Ituzaingó"
USD 650.000,605m²,268m²,0,3,,5,1,6,",  La Damasia, San Fernando"
USD 480.000,,377m²,,4,,5,,,",  Olivos Golf Club, Malvinas Argentinas"
USD 515.000,294m²,241m²,0,4,,5,,A estrenar,",  Santa María de Tigre, Rincón de Milberg"
USD 395.000,765m²,133m²,3,2,1,2,,15,",  Talar del Lago I, El Talar de Pacheco"
USD 150.000,181m²,127m²,5,3,1,3,,A estrenar,",  Los Boulevares, Córdoba"
USD 80.000,100m²,90m²,3,2,1,2,,46,",  San Martín, Córdoba"
USD 199.000,170m²,170m²,,4,,4,,,",  La Cañada de Pilar, Pilar"
USD 314.900,188m²,154m²,4,4,1,3,,A estrenar,",  Puertos, Escobar"
USD 1.200.000,400m²,360m²,,5,,4,,,",  Pacheco Golf Club, General Pacheco"
USD 248.000,800m²,155m²,4,2,1,3,1,A estrenar,",  San Matías, Escobar"
USD 238.000,800m²,155m²,4,3,1,3,1,A estrenar,",  San Matías, Escobar"
USD 215.000,130m²,120m²,4,2,1,3,1,En construcción,",  Carapachay, Vicente López"
USD 110.000,460m²,80m²,3,,1,2,,40,",  Jose Marmol, Almirante Brown"
USD 870.000,295m²,235m²,0,4,,3,,A estrenar,",  Los Lagos, Nordelta"
USD 240.000,950m²,126m²,4,2,1,3,1,A estrenar,",  El Lucero, Pilar"
USD 900.000,259m²,262m²,4,2,1,3,,40,",  Villa Devoto, Capital Federal"
USD 239.000,400m²,150m²,5,3,1,3,,A estrenar,",  Los Robles, La Cañada de Pilar"
USD 1.200.000,356m²,320m²,,5,,4,,,",  Los Lagos, Nordelta"
USD 210.000,200m²,180m²,,3,,3,,15,",  Altos del Golf, Pilar"
USD 410.000,289m²,225m²,6,3,1,4,,70,",  Florida, Vicente López"
USD 500.000,320m²,258m²,,4,,4,,16,",  Ayres del Pilar, Pilar"
USD 55.000,1m²,1m²,2,,,,,40,",  Moreno, Moreno"
USD 620.000,1139m²,267m²,,4,,5,,15,",  Newman Club, Benavidez"
USD 210.000,200m²,200m²,7,4,,5,,A estrenar,",  Los Horneros, Escobar"
USD 340.000,615m²,198m²,5,3,,4,1,A estrenar,",  Puertos, Escobar"
USD 189.000,372m²,289m²,10,3,,4,1,23,",  Alberdi, Rosario"
USD 395.000,240m²,240m²,4,3,,3,,2,",  Lugano, Punta del Este"
USD 560.000,1532m²,278m²,6,3,,4,,7,",  La Reserva Cardales, Campana"
USD 125.000,221m²,135m²,4,2,1,2,,20,",  Las Heras, Rosario"
USD 139.000,450m²,120m²,4,2,,3,1,10,",  Larena, Pilar"
USD 260.000,115m²,115m²,4,,1,3,1,15,",  Floresta, Capital Federal"
USD 125.000,164m²,70m²,3,,,2,,50,",  Villa Adelina, San Isidro"
USD 225.000,484m²,230m²,3,2,,3,,8,",  Bahía Blanca, Buenos Aires (fuera de GBA)"
USD 215.000,,1m²,3,,1,2,1,En construcción,",  Olivos, Vicente López"
USD 550.000,1051m²,374m²,7,4,,4,1,13,",  La Lomada, Pilar"
USD 1.500.000,2200m²,490m²,8,3,,4,1,25,",  Tortugas Country Club, Manuel Alberti"
USD 297.000,200m²,150m²,4,,1,3,1,28,",  Beccar, San Isidro"
USD 295.000,900m²,170m²,5,2,,3,1,A estrenar,",  San Matías, Escobar"
USD 530.000,250m²,250m²,5,3,1,4,,A estrenar,",  Villa Pueyrredón, Capital Federal"
USD 198.000,,1m²,3,2,1,2,,20,",  Morón, Morón"
USD 640.000,480m²,450m²,5,4,1,4,,6,",  Mataderos, Capital Federal"
USD 420.000,308m²,238m²,5,,1,4,,12,",  Mataderos, Capital Federal"
USD 540.000,1500m²,260m²,,4,,4,,3,",  San Diego, Moreno"
USD 330.000,300m²,140m²,4,3,,3,,2,",  Agustinas I, Ituzaingó"
USD 285.000,,240m²,5,4,1,4,,A estrenar,",  Haras Santa María, Escobar"
USD 690.000,722m²,380m²,4,3,,3,,50,",  Martínez, San Isidro"
USD 349.000,240m²,190m²,6,3,,5,,8,",  Colegiales, Capital Federal"
USD 440.000,950m²,260m²,,3,,3,,,",  Santa Teresa, Villanueva"
USD 440.000,878m²,250m²,5,3,,4,,,",  Mar del Plata, Buenos Aires Costa Atlántica"
USD 250.000,206m²,100m²,4,2,,2,,7,",  Florida, Vicente López"
USD 180.000,226m²,150m²,,3,,5,,2,",  Santa Elena, Pilar del Este"
USD 180.000,139m²,124m²,,2,,3,,,",  Santa Guadalupe, Pilar del Este"
USD 190.000,190m²,150m²,5,2,,5,,45,",  Monte Castro, Capital Federal"
USD 248.000,268m²,175m²,3,0,,2,,A estrenar,",  Temperley, Lomas de Zamora"
Consultar precio,230m²,230m²,,3,,3,,,",  Puerto Roldán, Roldán"
USD 395.000,999m²,230m²,5,3,,4,1,A estrenar,",  Muelles, Puertos"
USD 260.000,1040m²,202m²,5,2,,2,1,5,",  El Recodo, Pilar"
Consultar precio,173m²,150m²,0,3,1,3,,6,",  Rosario, Santa Fe"
USD 198.000,400m²,125m²,4,2,1,3,,En construcción,",  Villanueva, Tigre"
USD 179.000,,149m²,0,2,,3,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 720.000,1004m²,386m²,4,3,,3,,,",  Villa Pueyrredón, Capital Federal"
USD 1.050.000,1097m²,370m²,8,3,,4,1,1,",  Albanueva, Rincón de Milberg"
USD 285.000,700m²,200m²,4,4,,3,,1,",  Los Fresnos (Pilar), Pilar"
USD 285.000,2692m²,206m²,5,3,,3,,A estrenar,",  Los Cardales, Exaltación de la Cruz"
USD 490.000,1440m²,500m²,8,3,,7,1,A estrenar,",  Don Torcuato, Tigre"
USD 180.000,133m²,500m²,3,2,1,2,,2,",  Funes, Santa Fe"
USD 370.000,300m²,250m²,,4,1,5,,,",  Campos de Echeverría, Esteban Echeverría"
USD 179.000,636m²,136m²,4,2,1,3,1,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 320.000,230m²,165m²,5,3,1,3,1,9,",  Martínez, San Isidro"
USD 1.300.000,342m²,342m²,0,4,,4,,A estrenar,",  Cabos del Lago, Nordelta"
USD 1.300.000,492m²,342m²,0,4,,4,,A estrenar,",  Nordelta, Tigre"
USD 900.000,,550m²,5,3,,4,,7,",  Córdoba, Córdoba"
USD 1,1200m²,325m²,5,5,,4,,A estrenar,",  Funes, Santa Fe"
USD 200.000,300m²,124m²,5,2,,3,1,4,",  Casas de Santa María, Rincón de Milberg"
USD 870.000,1184m²,249m²,5,3,,3,1,13,",  La Isla, Nordelta"
USD 350.000,1726m²,280m²,0,,,2,1,A estrenar,",  Chacras de la Villa, Villa Allende"
USD 450.000,289m²,289m²,9,2,1,5,1,70,",  La Plata, La Plata"
USD 498.000,310m²,240m²,5,2,,4,,12,",  Saavedra, Capital Federal"
USD 158.000,1000m²,110m²,,2,,3,,,",  Maschwitz, Escobar"
USD 650.000,2837m²,365m²,5,5,,4,,A estrenar,",  Santa María, Córdoba"
USD 960.000,1500m²,650m²,,6,,4,,14,",  San Diego, Moreno"
USD 590.000,487m²,280m²,8,2,1,4,1,60,",  San Isidro, GBA Norte"
USD 10,800m²,200m²,,3,1,3,,16,",  Funes, Santa Fe"
USD 105.000,200m²,1m²,4,2,1,3,,10,",  Moreno, Moreno"
USD 92.000,458m²,98m²,4,,1,3,,40,",  Tortuguitas, Malvinas Argentinas"
USD 300.000,312m²,250m²,5,3,,4,,35,",  Florida, Vicente López"
USD 950.000,2340m²,400m²,0,4,,4,,A estrenar,",  Los Pingüinos, Ituzaingó"
USD 129.000,355m²,130m²,4,2,1,3,,15,",  Pilar, Pilar"
USD 2.000.000,2079m²,730m²,,6,,4,,30,",  Acassuso, San Isidro"
USD 560.000,290m²,230m²,,3,,3,,13,",  Santa Bárbara, Tigre"
USD 235.000,177m²,117m²,4,2,,3,,A estrenar,",  Carapachay, Vicente López"
USD 900.000,445m²,445m²,,5,1,5,,15,",  Newman Club, Benavidez"
Consultar precio,1855m²,467m²,9,5,,3,1,103,",  Hurlingham, GBA Oeste"
USD 339.000,805m²,166m²,,4,,3,,5,",  San Francisco (Tigre), Tigre"
USD 390.000,500m²,270m²,5,3,,3,1,10,",  Villa Udaondo, Ituzaingó"
USD 175.000,120m²,120m²,,2,,3,,,",  Pilar, Pilar"
USD 549.000,300m²,300m²,,2,,3,,35,",  Villa de Mayo, Malvinas Argentinas"
USD 240.000,500m²,140m²,4,2,,3,,60,",  Villa Adelina, San Isidro"
USD 290.000,1200m²,200m²,4,2,,3,,60,",  Manuel B Gonnet, La Plata"
USD 159.000,,,,,,0,,,",  Quilmes, Quilmes"
USD 550.000,550m²,732m²,10,5,,7,,5,",  Fisherton, Rosario"
USD 195.000,150m²,75m²,3,,,2,,50,",  Martínez, San Isidro"
USD 910.000,564m²,300m²,7,6,,5,1,25,",  Nuñez, Capital Federal"
USD 155.000,476m²,140m²,4,2,1,2,,2,",  Río Ceballos, Córdoba"
USD 430.000,225m²,225m²,5,3,,4,,20,",  Villa Ballester, General San Martín"
USD 398.000,1680m²,400m²,5,3,,4,1,12,",  Galápagos, Pilar"
USD 770.000,800m²,348m²,,4,,4,,,",  Laguna del Sol, General Pacheco"
USD 590.000,300m²,300m²,7,3,,4,,23,",  Vicente López, GBA Norte"
USD 440.000,237m²,237m²,6,3,1,0,1,8,",  Las Acacias, Berazategui"
USD 595.000,270m²,270m²,,3,,3,,,",  Lomas de San Isidro, San Isidro"
USD 950.000,1028m²,400m²,5,4,,4,1,A estrenar,",  Albanueva, Rincón de Milberg"
USD 298.000,180m²,150m²,,3,,3,,6,",  San Isidro Labrador, Villanueva"
USD 270.000,368m²,184m²,,,,,,,",  Santa Clara, Villanueva"
USD 2.500.000,923m²,641m²,6,3,,4,1,30,",  Belgrano, Capital Federal"
USD 150.000,50m²,50m²,2,,1,,,4,",  Jardines de Córdoba, Punta del Este"
USD 630.000,1165m²,283m²,,3,,4,,15,",  Santa Bárbara, Tigre"
USD 200.000,253m²,199m²,7,3,1,6,,40,",  Villa Ballester, General San Martín"
USD 455.000,225m²,200m²,5,4,1,4,1,A estrenar,",  Las Tipas, Nordelta"
USD 145.000,,180m²,5,2,,4,,25,",  La Perla, Mar del Plata"
USD 220.000,380m²,360m²,5,2,,4,,40,",  Villa Ballester, General San Martín"
USD 230.000,550m²,200m²,5,3,,3,,15,",  Rosario, Santa Fe"
USD 315.000,370m²,165m²,,2,1,2,,,",  Villa Adelina, San Isidro"
Consultar precio,298m²,248m²,,3,,0,,14,",  Abril, Berazategui"
USD 490.000,200m²,200m²,0,2,1,3,,A estrenar,",  Beccar, San Isidro"
USD 210.000,170m²,180m²,3,3,1,3,,12,",  Villa Belgrano, Córdoba"
USD 110.000,1700m²,152m²,4,,,2,,2,",  Villa Carlos Paz, Córdoba"
USD 325.000,1000m²,210m²,4,3,1,3,1,7,",  San Marco, Villanueva"
USD 1.370.000,1050m²,430m²,5,3,1,4,,6,",  Lomas de San Isidro, San Isidro"
USD 250.000,778m²,546m²,4,3,,4,,10,
USD 720.000,533m²,303m²,5,5,,4,1,35,",  Saavedra, Capital Federal"
USD 750.000,600m²,430m²,6,3,,4,,25,",  Villa del Parque, Capital Federal"
Consultar precio,450m²,295m²,5,2,,4,1,40,",  Mar del Plata, Buenos Aires Costa Atlántica"
USD 360.000,233m²,163m²,,3,1,3,,,",  Fincas de Hudson, Berazategui"
USD 400.000,290m²,170m²,5,3,1,3,,30,",  Banfield, Lomas de Zamora"
USD 115.000,350m²,120m²,4,,,2,1,10,",  Villa Carlos Paz, Córdoba"
USD 300.000,2400m²,85m²,3,,,2,,5,",  Rosario, Santa Fe"
USD 385.000,399m²,300m²,4,2,,3,,A estrenar,",  Ituzaingó, GBA Oeste"
Consultar precio,263m²,150m²,0,2,1,3,,3,",  Rosario, Santa Fe"
USD 398.500,150m²,143m²,4,,,3,1,35,",  Saavedra, Capital Federal"
USD 180.000,110m²,90m²,3,2,1,2,,4,",  Lago Escondido, Nordelta"
USD 390.000,605m²,245m²,,3,,3,,,",  La Colina (Tigre), Tigre"
USD 510.000,1090m²,237m²,5,3,,3,1,A estrenar,",  Terravista, General Rodríguez"
USD 495.000,280m²,280m²,,4,,3,,,",  Highland Park, Pilar"
USD 279.000,131m²,155m²,4,2,,3,,33,",  Olivos, Vicente López"
USD 1.300.000,500m²,,10,0,,0,,A estrenar,",  Palermo Hollywood, Palermo"
USD 85.000,250m²,90m²,5,,1,2,,4,",  Villa Allende, Córdoba"
USD 550.000,200m²,140m²,3,2,1,2,,60,",  Lanús Oeste, Lanús"
USD 550.000,700m²,400m²,5,2,,4,1,50,",  Quilmes, Quilmes"
USD 550.000,518m²,310m²,6,2,1,4,1,60,",  Adrogué, Almirante Brown"
USD 260.000,230m²,163m²,10,3,,4,,40,",  Arroyito, Rosario"
USD 319.000,350m²,215m²,4,2,,3,,15,",  Villa Sarmiento, Morón"
