price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
USD 225.000,320m²,295m²,5,5,,4,1,40,",  Adrogué, Almirante Brown"
USD 335.000,523m²,198m²,7,4,,6,,,",  Pinos de Anchorena, Mar del Plata"
USD 235.000,830m²,180m²,4,3,,3,1,A estrenar,",  Sausalito, Pilar"
USD 189.000,225m²,135m²,3,,,3,1,3,",  Villa Allende, Córdoba"
USD 500.000,1875m²,300m²,6,5,,5,,30,",  Highland Park, Pilar"
USD 290.000,2109m²,256m²,3,2,,3,,15,",  Villa Allende, Córdoba"
USD 380.000,1500m²,350m²,0,2,,3,1,10,",  Villa Allende, Córdoba"
USD 450.000,1250m²,440m²,0,3,,4,,30,",  Villa Allende, Córdoba"
USD 425.000,5500m²,360m²,5,3,1,5,,80,",  Villa Allende, Córdoba"
USD 990.000,3306m²,627m²,5,4,,4,1,25,",  Mayling, Pilar"
USD 530.000,2850m²,450m²,4,3,,4,,17,",  Villa Allende, Córdoba"
USD 1,110m²,95m²,3,2,1,2,1,A estrenar,",  Fincas de Hudson, Berazategui"
USD 390.000,163m²,95m²,4,,,3,1,70,",  Palermo Viejo, Palermo"
USD 670.000,350m²,350m²,6,4,,4,1,15,",  Banfield, Lomas de Zamora"
USD 2.200.000,1266m²,683m²,,5,,5,,,",  Pilar, Pilar"
USD 950.000,452m²,395m²,5,,1,4,,,",  Los Castores, Nordelta"
USD 580.000,1666m²,260m²,0,3,,4,1,10,",  Saint Thomas, Esteban Echeverría"
USD 250.000,500m²,210m²,4,3,,0,,7,",  Paso del Rey, Moreno"
USD 330.000,260m²,230m²,5,3,1,4,,50,",  Villa Urquiza, Capital Federal"
USD 1.350.000,360m²,330m²,,3,1,3,,,",  Saint Thomas, Esteban Echeverría"
USD 340.000,376m²,192m²,6,2,1,3,,40,",  Olivos, Vicente López"
USD 1,1500m²,150m²,4,2,,0,1,30,",  Tortugas Country Club, Manuel Alberti"
USD 1.650.000,535m²,420m²,5,7,,4,,A estrenar,",  El Golf, Nordelta"
USD 375.000,900m²,300m²,6,2,,3,1,15,",  Los Laureles, Pilar"
USD 950.000,300m²,240m²,,2,,3,,,",  El Talar de Pacheco, Tigre"
USD 650.000,,359m²,5,2,,3,1,14,",  Florida, Vicente López"
USD 365.000,600m²,212m²,6,3,,4,1,15,",  La Tradición, Moreno"
USD 158.000,750m²,158m²,4,2,,3,,4,",  Villa Carlos Paz, Córdoba"
USD 169.000,192m²,150m²,6,3,1,4,,50,",  Pompeya, Capital Federal"
USD 210.000,700m²,143m²,5,3,,3,,A estrenar,",  Golf, El Cantón"
USD 390.000,914m²,285m²,7,3,,4,,10,",  Santa María de los Olivos, Malvinas Argentinas"
USD 449.000,,240m²,6,3,,4,1,15,",  Ayres del Pilar, Pilar"
USD 320.000,720m²,180m²,3,2,,3,,A estrenar,",  Mayling, Pilar"
USD 590.000,380m²,380m²,,6,,4,,,",  San Rafael, Villanueva"
USD 600.000,400m²,300m²,5,6,,4,1,2,",  San Benito, Villanueva"
USD 490.000,960m²,382m²,8,4,,3,1,1,",  Bella Vista, San Miguel"
USD 240.000,187m²,154m²,,3,,3,,,",  San Matías, Escobar"
USD 730.000,2100m²,410m²,5,3,,4,1,19,",  Highland Park, Pilar"
USD 215.000,,76m²,3,,,2,1,4,",  Palmas del Sol, Pilar"
USD 550.000,230m²,,6,3,1,3,,A estrenar,",  Comodoro Rivadavia, Chubut "
USD 470.000,250m²,,4,2,1,2,,10,",  Escalante, Chubut "
USD 1.300.000,900m²,368m²,,7,,5,,,",  Cabos del Lago, Nordelta"
USD 330.000,1300m²,384m²,8,3,,4,,14,",  La Rinconada, Pilar"
USD 370.000,1755m²,388m²,8,3,1,4,1,23,",  Armenia, Pilar"
USD 397.000,547m²,170m²,6,3,,3,1,A estrenar,",  Araucarias, Puertos"
USD 340.000,750m²,290m²,6,3,,5,1,5,",  La Caballeriza, Pilar"
USD 220.000,125m²,125m²,3,,1,2,,35,",  Nuevo Lorenzo, La Plata"
USD 1.100.000,1795m²,450m²,6,5,,5,1,8,",  Mayling, Pilar"
USD 980.000,957m²,396m²,0,5,,5,1,14,",  Ayres del Pilar, Pilar"
USD 410.000,643m²,270m²,5,4,,4,,100,",  Adrogué, Almirante Brown"
USD 850.000,279m²,279m²,4,3,,3,1,2,",  Lima, Zárate"
USD 110.000,190m²,100m²,2,,1,2,,5,",  La Catalina Urbanizacion Residencial, Córdoba"
USD 610.000,310m²,250m²,5,3,,4,1,10,",  La Lomada, Pilar"
USD 130.000,95m²,75m²,,2,,2,,,",  El Boulevard, Pilar"
Consultar precio,220m²,110m²,2,2,,2,,A estrenar,",  Housing y Condominios, Villa Allende"
Consultar precio,1800m²,360m²,5,4,,4,1,30,",  Tortugas Country Club, Manuel Alberti"
USD 380.000,240m²,240m²,5,3,,4,1,A estrenar,",  Las Acacias, Berazategui"
USD 1,326m²,486m²,5,4,,4,,10,",  Villa Devoto, Capital Federal"
USD 600.000,40000m²,278m²,,,1,,1,1,",  Yacanto, San Javier"
USD 165.000,,120m²,5,2,,3,,A estrenar,",  Pilar del Este, Pilar"
USD 440.000,,,3,,1,2,,,",  Los Alisos, Nordelta"
USD 210.000,1300m²,159m²,3,2,1,0,,40,",  San Miguel, GBA Norte"
USD 595.000,1527m²,442m²,7,4,,5,1,19,",  Muñiz, San Miguel"
USD 2.000.000,1793m²,443m²,5,4,,4,,1,",  Pilara, Pilar"
USD 360.000,,187m²,5,3,1,3,,35,",  Olivos, Vicente López"
USD 150.000,201m²,201m²,6,3,,5,,42,",  El Trébol, Córdoba"
USD 110.000,360m²,100m²,5,2,1,3,,20,",  Ibarlucea, Santa Fe"
USD 130.000,522m²,60m²,2,,,,,15,",  Villa Udaondo, Ituzaingó"
USD 230.000,230m²,230m²,3,2,,3,,35,",  Arroyito, Rosario"
USD 143.000,492m²,136m²,3,2,1,3,,A estrenar,",  San Alfonso, Pilar del Este"
USD 400.000,,280m²,,3,1,4,,,",  La Delfina, Pilar"
USD 780.000,365m²,365m²,,4,,4,,20,",  Highland Park, Pilar"
USD 480.000,872m²,335m²,6,4,,4,1,10,",  Santa Clara, Villanueva"
USD 385.000,441m²,230m²,5,0,,4,1,5,",  Parque Leloir, Ituzaingó"
USD 895.000,3000m²,472m²,7,4,1,4,1,2,",  Pilar, GBA Norte"
USD 430.000,240m²,200m²,5,3,1,3,1,4,",  Nordelta, Tigre"
USD 415.000,229m²,191m²,6,3,1,3,,6,",  Haedo, Morón"
USD 220.000,840m²,120m²,4,2,1,3,,A estrenar,",  Pinamar, Buenos Aires Costa Atlántica"
USD 190.000,550m²,130m²,2,,,2,,45,",  San Fernando, GBA Norte"
USD 770.000,,307m²,8,4,,4,1,12,",  Ayres del Pilar, Pilar"
USD 295.000,240m²,200m²,4,2,1,3,,5,",  Parque Leloir, Ituzaingó"
USD 420.000,384m²,315m²,,5,1,5,,,",  Acassuso, San Isidro"
USD 1.050.000,1541m²,540m²,,2,,5,,30,",  Acassuso, San Isidro"
USD 170.000,550m²,170m²,5,2,,3,,1,",  Pilar del Este, Pilar"
USD 260.000,2800m²,220m²,5,2,,4,1,15,",  Loma Verde, Escobar"
USD 980.000,440m²,330m²,6,3,1,4,,97,",  Belgrano, Capital Federal"
USD 980.000,1659m²,300m²,,3,,4,,40,",  San Isidro, San Isidro"
USD 155.000,450m²,189m²,6,2,1,4,,20,",  Monte Grande, Esteban Echeverría"
USD 365.000,621m²,231m²,9,3,,4,1,18,",  Senderos 2, Pilar"
USD 520.000,302m²,210m²,4,2,1,3,,25,",  Villa Devoto, Capital Federal"
USD 550.000,500m²,500m²,,5,,4,,,",  Highland Park, Pilar"
USD 870.000,825m²,235m²,,2,,3,,2,",  Los Lagos, Nordelta"
USD 720.000,832m²,350m²,6,2,,3,1,10,",  Ayres del Pilar, Pilar"
USD 850.000,1500m²,500m²,6,4,,4,,25,",  Lomas de San Isidro, San Isidro"
USD 370.000,,280m²,6,2,,4,1,6,",  Los Pilares, Pilar"
USD 280.000,,279m²,5,2,1,4,,70,",  Villa General Mitre, Capital Federal"
USD 90.000,560m²,90m²,3,,,2,,,",  Pinamar, Buenos Aires Costa Atlántica"
USD 450.000,1448m²,329m²,5,3,,4,1,7,",  Los Lagartos Country Club, Pilar"
USD 140.000,421m²,130m²,5,2,,3,,30,",  Los Cardales, Exaltación de la Cruz"
USD 369.000,200m²,180m²,,3,,3,,,",  La Comarca, Tigre"
USD 580.000,254m²,228m²,,5,,4,,,",  Barrancas del Lago, Nordelta"
USD 187.000,360m²,140m²,5,3,,3,,4,",  Puerto Roldán, Roldán"
USD 520.000,320m²,290m²,,4,,4,,13,",  La Lomada, Pilar"
USD 300.000,200m²,200m²,,3,1,3,,,",  La Emilia, Pilar"
USD 330.000,,140m²,4,,1,3,,7,",  Villa Los Coihues, Rio Negro"
USD 280.000,130m²,130m²,6,,1,3,1,50,",  Adrogué, Almirante Brown"
USD 150.000,1652m²,180m²,4,2,,4,,15,",  El Remanso, Exaltación de la Cruz"
USD 590.000,1140m²,246m²,4,3,1,3,1,16,",  Abril, Berazategui"
Consultar precio,390m²,320m²,,5,,5,,,",  El Encuentro, General Pacheco"
USD 520.000,,290m²,,3,,4,,,",  Martindale, Pilar"
USD 400.000,1050m²,280m²,4,3,,3,,30,",  Los Lagartos Country Club, Pilar"
USD 84.000,250m²,200m²,4,2,1,3,,30,",  Pilar, Pilar"
$ 1,420m²,420m²,,4,,5,,5,",  Pinamar, Buenos Aires Costa Atlántica"
Consultar precio,1m²,1m²,,4,,5,,,",  San Patricio, Moreno"
USD 75.000,600m²,176m²,5,3,,2,,10,",  Mayu Sumaj, Córdoba"
USD 230.000,310m²,257m²,,3,1,4,,,",  Pilar, Pilar"
USD 850.000,950m²,400m²,10,4,1,4,,9,",  Los Castores, Nordelta"
USD 500.000,565m²,504m²,,3,,5,,20,",  Coronel Suárez, Coronel Suárez"
USD 167.000,150m²,150m²,3,,,2,,4,",  Las Mercedes, Pilar"
USD 81.000,130m²,121m²,7,,,3,,50,",  Belgrano, Rosario"
USD 370.000,329m²,247m²,,3,,3,,18,",  Manuel Alberti, Pilar"
USD 650.000,1600m²,470m²,5,5,,3,1,20,",  Miraflores, Escobar"
USD 315.000,1300m²,261m²,8,2,,3,1,15,",  Carmel, Pilar"
USD 120.000,80m²,80m²,3,,,2,,40,",  Olivos, Vicente López"
USD 190.000,120m²,110m²,3,,1,2,,5,",  Villa Sarmiento, Morón"
USD 350.000,295m²,186m²,,3,1,3,,35,",  Acassuso, San Isidro"
USD 890.000,,370m²,0,4,,4,,2,",  Pilara, Pilar"
USD 1.200.000,2100m²,400m²,7,2,,3,1,10,",  Tortugas Country Club, Manuel Alberti"
USD 750.000,420m²,370m²,7,4,,6,,35,",  Villa Devoto, Capital Federal"
USD 280.000,184m²,232m²,4,2,1,3,,40,",  Adrogué, Almirante Brown"
USD 750.000,1192m²,295m²,,4,,4,1,15,",  Ayres del Pilar, Pilar"
USD 180.000,170m²,170m²,5,3,1,3,,15,",  Las Praderas, Luján"
Consultar precio,1084m²,349m²,4,3,1,3,,7,",  Abril, Berazategui"
USD 249.000,120m²,80m²,4,2,,4,,50,",  Chacarita, Capital Federal"
USD 1.200.000,1000m²,420m²,5,2,,3,1,5,",  Los Castores, Nordelta"
$ 1,1200m²,220m²,,3,1,4,,5,",  Las Praderas, Luján"
Consultar precio,313m²,313m²,4,3,1,3,,12,",  Abril, Berazategui"
Consultar precio,,420m²,5,,1,4,,,",  Los Castores, Nordelta"
USD 580.000,459m²,391m²,,0,,4,,5,",  San Vicente, GBA Sur"
USD 215.000,180m²,180m²,5,3,1,3,,18,",  Las Praderas, Luján"
USD 390.000,1500m²,210m²,,2,,3,,10,",  Bella Vista, San Miguel"
USD 500.000,3203m²,310m²,5,5,,4,1,26,",  Carmel, Pilar"
USD 240.000,1300m²,390m²,5,4,1,4,1,38,",  Maschwitz, Escobar"
USD 520.000,3000m²,408m²,6,5,,5,1,4,",  La Retama, Pilar"
USD 138.000,70m²,70m²,,2,1,2,,2,",  Ituzaingó, Ituzaingó"
USD 1.850.000,4331m²,600m²,8,5,,5,1,8,",  Arelauquen Golf & Country Club, San Carlos de Bariloche"
USD 360.000,390m²,270m²,6,3,,4,,10,",  Villa Sarmiento, Morón"
USD 710.000,780m²,316m²,,5,,5,,11,",  Los Ombúes, Rincón de Milberg"
USD 450.000,563m²,300m²,7,4,,4,,20,",  Villa Sarmiento, Morón"
Consultar precio,800m²,800m²,,4,,4,,,",  Belgrano, Capital Federal"
USD 300.000,166m²,234m²,10,3,1,3,,20,
USD 220.000,180m²,180m²,5,3,,4,,10,",  Lanús Oeste, Lanús"
USD 169.000,2254m²,180m²,4,3,,3,,,",  Parque Peró, Pilar"
USD 998.000,400m²,400m²,10,3,1,3,1,9,",  Los Castores, Nordelta"
USD 750.000,350m²,323m²,9,5,,4,1,15,",  Ayres del Pilar, Pilar"
USD 550.000,1000m²,370m²,,3,,3,,17,",  Quinta de Atalaya, San Isidro"
USD 160.000,350m²,350m²,3,2,1,2,,20,",  Lanús Oeste, Lanús"
USD 1.250.000,500m²,500m²,10,4,,4,,8,",  La Isla, Nordelta"
Consultar precio,197m²,197m²,4,3,,3,,,",  Pinamar, Buenos Aires Costa Atlántica"
USD 290.000,910m²,140m²,4,3,,3,1,2,",  Canning, Ezeiza"
USD 460.000,1300m²,250m²,5,3,,4,1,20,",  Los Lagartos Country Club, Pilar"
USD 111.111.111.111,854m²,450m²,,4,,3,,,",  Belgrano, Capital Federal"
USD 450.000,415m²,415m²,4,4,,3,,20,",  Banfield, Lomas de Zamora"
USD 600.000,450m²,450m²,6,5,,5,,30,",  San Carlos Country Club, Malvinas Argentinas"
USD 280.000,650m²,110m²,4,2,,3,,18,",  Canning, Ezeiza"
USD 158.000,100m²,100m²,,2,,3,,5,",  Villa Udaondo, Ituzaingó"
USD 175.000,376m²,165m²,4,3,1,3,,40,",  Jose Marmol, Almirante Brown"
USD 230.000,800m²,150m²,5,3,,3,1,7,",  Sausalito, Pilar"
USD 720.000,1200m²,399m²,7,5,,3,1,10,",  Ayres del Pilar, Pilar"
USD 1.200.000,1205m²,480m²,,8,,5,,,",  Martínez, San Isidro"
USD 185.000,95m²,95m²,3,3,1,2,1,A estrenar,",  Fincas de Iraola 2, Berazategui"
USD 610.000,700m²,225m²,,2,,3,,,",  Los Lagos, Nordelta"
USD 590.000,1400m²,491m²,5,3,,4,,,",  Pinamar, Buenos Aires Costa Atlántica"
USD 155.000,390m²,110m²,4,2,,3,1,En construcción,",  La Cañada de Pilar, Pilar"
USD 525.000,,250m²,4,,1,3,,,",  Las Glorietas, Nordelta"
USD 300.000,185m²,200m²,,2,,3,,20,",  Castelar, Morón"
Consultar precio,375m²,230m²,0,3,1,3,,10,",  Córdoba, Córdoba"
USD 269.000,500m²,210m²,4,2,1,3,,20,",  Aranjuez, Escobar"
USD 850.000,1100m²,600m²,5,4,1,5,1,14,",  Lomas de San Isidro, San Isidro"
USD 750.000,,450m²,,4,,4,,,",  San Jorge Village, Malvinas Argentinas"
USD 250.000,,1741m²,,,,,,,",  Pilara, Pilar"
USD 490.000,350m²,350m²,,,,4,,8,",  Manuel Alberti, Pilar"
USD 242.000,730m²,135m²,4,2,,3,,A estrenar,",  Santa Inés, Esteban Echeverría"
USD 2.500.000,1150m²,1150m²,,5,,5,,,",  Pilar, Pilar"
USD 395.000,220m²,220m²,,3,1,3,,20,",  Olivos, Vicente López"
USD 320.000,168m²,168m²,3,,,2,,40,",  Pinamar, Buenos Aires Costa Atlántica"
USD 2.300.000,895m²,895m²,10,5,,6,,10,",  Los Castores, Nordelta"
$ 1,2100m²,600m²,8,4,1,4,,10,",  Tortugas Country Club, Manuel Alberti"
USD 245.000,240m²,210m²,,4,,3,,3,",  El Aromo, Escobar"
USD 280.000,700m²,350m²,9,4,,5,,6,",  Villa Carlos Paz, Córdoba"
USD 499.000,410m²,350m²,5,3,,4,1,14,",  La Delfina, Pilar"
USD 1.250.000,600m²,600m²,10,4,1,4,1,3,",  Las Caletas, Nordelta"
USD 340.000,1300m²,420m²,5,5,,5,1,6,",  Córdoba, Córdoba"
USD 350.000,2387m²,270m²,0,3,1,3,,10,",  Villa Allende, Córdoba"
USD 350.000,700m²,200m²,4,2,1,3,,11,",  Norte Tennis Ranch, Pinamar"
USD 160.000,140m²,75m²,4,,1,3,,20,",  Villa Ballester, General San Martín"
USD 245.000,1900m²,450m²,4,3,,4,1,50,",  Villa Allende, Córdoba"
USD 235.000,145m²,130m²,,2,,3,,,",  El Carmencito, Berazategui"
USD 95.000,1227m²,,0,0,,0,,A estrenar,",  Mendiolaza, Córdoba"
USD 120.000,1734m²,,0,0,,0,,A estrenar,",  Villa Allende, Córdoba"
USD 125.000,1644m²,1644m²,0,0,,0,,A estrenar,",  Villa Allende, Córdoba"
USD 690.000,430m²,380m²,,4,,3,,,",  Highland Park, Pilar"
USD 350.000,4333m²,,0,0,,0,,A estrenar,",  Mendiolaza, Córdoba"
USD 467.000,272m²,220m²,8,3,,3,1,A estrenar,",  San Rafael, Villanueva"
USD 179.000,650m²,150m²,3,2,,3,,18,",  Villa Allende, Córdoba"
Consultar precio,,605m²,,5,,4,,5,",  Martindale, Pilar"
USD 239.000,150m²,120m²,,3,,3,,,",  Habitat Residencias, Pilar"
USD 550.000,419m²,188m²,4,2,,3,1,A estrenar,",  San Isidro, GBA Norte"
USD 870.000,600m²,331m²,4,3,,3,1,7,",  Vicente López, Vicente López"
USD 195.000,200m²,135m²,3,2,1,3,,A estrenar,",  Córdoba, Córdoba"
USD 550.000,420m²,250m²,4,2,,3,1,40,",  Villa Devoto, Capital Federal"
USD 830.000,2500m²,430m²,3,3,,2,1,45,",  Manuel B Gonnet, La Plata"
USD 1.300.000,2000m²,250m²,6,3,,4,,30,",  Tortugas Country Club, Manuel Alberti"
USD 540.000,350m²,330m²,7,5,,5,,5,",  Saint Thomas, Esteban Echeverría"
USD 180.000,860m²,200m²,4,2,1,3,1,12,",  Sausalito, Pilar"
USD 265.000,370m²,126m²,2,2,,3,1,8,",  City Bell, La Plata"
USD 466.000,3150m²,400m²,5,4,1,4,1,A estrenar,",  Carmel, Pilar"
USD 900.000,1530m²,552m²,,4,,5,,,",  El Talar de Pacheco, Tigre"
USD 850.000,520m²,520m²,,3,,4,,,",  El Talar de Pacheco, Tigre"
USD 780.000,326m²,413m²,,5,1,5,,10,",  Flores, Capital Federal"
$ 10,1100m²,140m²,3,,1,2,,9,",  Santa Rosa de Calamuchita, Córdoba"
USD 238.000,164m²,164m²,6,,,3,,70,",  Adrogué, Almirante Brown"
USD 148.000,70m²,65m²,2,2,1,,1,A estrenar,",  Fincas de Hudson, Berazategui"
USD 255.000,184m²,160m²,,2,,3,,,",  El Cantón, Escobar"
USD 250.000,211m²,175m²,,2,1,3,,,",  El Centauro, Esteban Echeverría"
USD 660.000,3300m²,500m²,,7,,4,,,",  San Diego, Moreno"
USD 380.000,280m²,220m²,5,3,,4,,,",  Parque Chacabuco, Capital Federal"
USD 130.000,90m²,80m²,3,,1,2,,15,",  Haedo, Morón"
USD 315.000,710m²,160m²,,3,,3,,1,",  Barrancas de Santa María, General Pacheco"
USD 375.000,1250m²,361m²,5,2,,3,,4,",  El Nacional, General Rodríguez"
USD 198.000,900m²,146m²,4,2,,3,,11,",  Bosque Peralta Ramos, Mar del Plata"
USD 790.000,1812m²,654m²,8,4,,4,,33,",  Don Torcuato, Tigre"
USD 420.000,300m²,300m²,0,4,,4,1,A estrenar,",  Centro, Rosario"
USD 75.000,100m²,75m²,3,,1,2,,30,",  Lomas de Zamora, Lomas de Zamora"
USD 120.000,249m²,72m²,3,,,2,,,",  Casas del parque, Pilar"
USD 750.000,370m²,300m²,5,3,1,4,1,31,",  Martínez, San Isidro"
USD 345.000,265m²,190m²,,3,,3,,,",  General Rodríguez, General Rodríguez"
USD 520.000,,236m²,4,2,1,3,,A estrenar,",  La Alameda, Nordelta"
Consultar precio,565m²,535m²,,6,,4,,6,",  Albanueva, Rincón de Milberg"
USD 1.400.000,1050m²,372m²,,4,,3,,1,",  El Golf, Nordelta"
USD 165.000,350m²,1m²,4,,1,3,,60,",  Villa Lynch, General San Martín"
USD 436.000,547m²,166m²,4,4,1,3,,5,",  La Comarca, Tigre"
USD 275.000,1400m²,220m²,6,2,1,3,,15,",  Villa Udaondo, Ituzaingó"
USD 350.000,1500m²,280m²,4,2,,3,1,25,",  Los Lagartos Country Club, Pilar"
USD 1,510m²,510m²,8,5,,0,1,10,",  Las Praderas, Luján"
USD 280.000,413m²,313m²,7,5,1,6,,40,",  Chauvín, Mar del Plata"
USD 280.000,1000m²,180m²,5,2,,4,,2,",  Arenas del Sur, Mar del Plata"
USD 160.000,134m²,140m²,4,2,,0,,,",  Neuquén, Neuquen "
USD 180.000,2715m²,210m²,6,,,3,,17,",  La Cruz, Villa Allende"
$ 10,560m²,180m²,5,2,1,3,,15,",  Santa Rosa de Calamuchita, Córdoba"
USD 230.000,420m²,260m²,7,3,,4,1,25,",  Aranjuez, Escobar"
USD 1,960m²,960m²,,7,,5,,,",  Highland Park, Pilar"
USD 110.000,900m²,,3,2,,2,,30,",  Luján, Luján"
USD 175.000,196m²,107m²,4,,1,2,,1,",  Rincón de Milberg, Tigre"
USD 395.000,396m²,250m²,6,4,,3,,A estrenar,",  Villa Adelina, San Isidro"
USD 2.175.000,600m²,560m²,6,6,,4,1,10,",  Nordelta, Tigre"
USD 309.000,155m²,120m²,4,2,1,3,1,7,",  Olivos, Vicente López"
USD 235.000,819m²,152m²,4,3,,3,1,A estrenar,",  San Matías, Escobar"
USD 280.000,172m²,110m²,5,,1,2,1,40,",  Olivos, Vicente López"
USD 290.000,1500m²,200m²,6,2,,3,1,15,",  Tortugas Chico, Pilar"
USD 195.000,300m²,124m²,5,3,,3,1,5,",  Casas de Santa María, Rincón de Milberg"
USD 290.000,600m²,270m²,4,2,,3,1,28,",  Castelar, Morón"
USD 358.000,302m²,196m²,3,3,1,2,,60,",  Florida, Vicente López"
USD 750.000,1000m²,408m²,5,4,,4,,17,",  Córdoba, Córdoba"
USD 370.000,300m²,220m²,,4,,4,,4,",  Septiembre, Escobar"
USD 120.000,450m²,170m²,,,,2,,,",  Maschwitz, Escobar"
USD 3,9500m²,1000m²,15,7,,5,1,15,",  Highland Park, Pilar"
USD 119.000,120m²,120m²,,2,1,3,,,",  San Eduardo, Pilar del Este"
Consultar precio,1200m²,700m²,,4,,3,,,",  Vicente López, Vicente López"
USD 259.000,,205m²,0,2,,0,,13,",  La Peregrina, Pilar"
USD 130.000,,160m²,0,2,,3,,A estrenar,",  San Ramiro, Pilar del Este"
USD 620.000,,286m²,,6,,4,,,",  La Herradura, Pinamar"
USD 310.000,,240m²,0,2,,3,,8,",  La Delfina, Pilar"
USD 205.000,,125m²,0,2,,3,,5,",  La Cuesta, Pilar"
USD 320.000,,235m²,0,3,,5,,4,",  Bermudas, Pilar"
USD 415.000,203m²,203m²,5,2,1,3,1,30,",  Martínez, San Isidro"
USD 730.000,280m²,280m²,6,4,,5,1,10,",  Abril, Berazategui"
USD 460.000,480m²,230m²,0,3,1,3,1,2018,",  Las Tipas, Nordelta"
USD 685.000,600m²,200m²,6,4,1,3,1,1,",  Los Alisos, Nordelta"
USD 460.000,261m²,236m²,,3,,4,,,",  Las Tipas, Nordelta"
USD 880.000,,335m²,4,5,,3,,1,",  Ayres del Pilar, Pilar"
USD 238.000,813m²,160m²,4,3,,3,1,A estrenar,",  San Matías, Escobar"
USD 300.000,1250m²,230m²,4,3,1,3,1,10,",  Carmel, Pilar"
USD 680.000,722m²,350m²,,5,1,3,,30,",  Martínez, San Isidro"
USD 435.000,205m²,205m²,,2,,4,,,",  Las Tipas, Nordelta"
USD 193.000,348m²,385m²,,,,0,,3,",  Echesortu, Rosario"
USD 490.000,,260m²,5,2,,3,1,8,",  Ayres del Pilar, Pilar"
USD 100.000,3135m²,128m²,3,,,2,,12,",  Delta, Tigre"
USD 480.000,660m²,530m²,10,4,,3,,31,",  Cerro de las Rosas, Córdoba"
USD 369.000,219m²,219m²,5,2,1,4,1,8,",  Olivos, Vicente López"
USD 369.000,281m²,210m²,4,,1,3,,40,",  San Isidro, San Isidro"
USD 10.000,470m²,270m²,0,4,,4,,A estrenar,",  Pilara, Pilar"
USD 1.780.000,1133m²,600m²,8,3,,6,,18,",  Belgrano, Capital Federal"
USD 120.000,453m²,123m²,8,,,3,,21,",  Villa Rivera Indarte, Córdoba"
USD 99.000,94m²,90m²,0,2,,3,,15,",  La Lucila del Mar, Buenos Aires Costa Atlántica"
Consultar precio,300m²,300m²,7,4,1,4,1,9,",  Abril, Berazategui"
USD 240.000,420m²,160m²,4,2,,3,1,25,",  Aranjuez, Escobar"
USD 280.000,619m²,180m²,4,2,,3,,,",  Parque Leloir, Ituzaingó"
USD 480.000,1050m²,200m²,4,4,1,3,,20,",  La Lomada, Pilar"
USD 249.000,1107m²,220m²,4,2,1,3,1,2,",  Guido, Pilar"
USD 82.000,191m²,140m²,4,,1,2,,20,",  Alto Alberdi, Córdoba"
USD 50.000,104m²,104m²,5,,,3,,,",  Rosario, Santa Fe"
USD 250.000,177m²,137m²,3,2,,2,1,15,",  Saint Thomas, Esteban Echeverría"
USD 90.000,300m²,80m²,3,2,1,2,1,A estrenar,",  Benavidez, Tigre"
USD 390.000,365m²,365m²,,3,,4,,7,",  Estancias del Pilar, Pilar"
USD 1.150.000,716m²,434m²,5,8,,5,1,A estrenar,",  Los Lagos, Nordelta"
USD 850.000,637m²,350m²,9,3,,5,1,40,",  Martínez, San Isidro"
USD 980.000,749m²,527m²,,5,,6,,,",  Playa Grande, Mar del Plata"
USD 240.000,1m²,1m²,4,2,,2,,15,",  Country Club Banco Provincia, Moreno"
USD 580.000,305m²,236m²,7,4,1,4,,49,",  Olivos, Vicente López"
USD 349.000,800m²,239m²,,2,,3,,10,",  Los Pilares, Pilar"
USD 540.000,850m²,382m²,8,3,,5,1,A estrenar,",  Norte, El Cantón"
Consultar precio,151m²,89m²,3,,1,2,,1111,",  Rosario, Santa Fe"
USD 210.000,160m²,160m²,,3,,3,,,",  San Matías, Escobar"
USD 210.000,400m²,220m²,3,2,1,3,,9,",  Palmas de Claret, Córdoba"
USD 445.000,253m²,213m²,,3,,4,,,",  Castaños, Nordelta"
USD 498.000,833m²,350m²,,4,,4,,45,",  San Isidro, San Isidro"
USD 395.000,763m²,213m²,,4,,3,,,",  Santa Clara, Villanueva"
USD 460.000,1220m²,330m²,5,3,,3,,12,",  Parque Leloir, Ituzaingó"
USD 150.000,300m²,150m²,3,2,1,3,,40,",  Cerro Chico, Córdoba"
USD 1.200.000,2258m²,600m²,4,5,,4,,15,",  URCA, Córdoba"
USD 400.000,1536m²,230m²,4,4,1,3,,30,",  Parque Leloir, Ituzaingó"
USD 215.000,200m²,200m²,5,2,,4,1,15,",  Monte Grande, Esteban Echeverría"
USD 390.000,2300m²,250m²,,4,,4,,10,",  Maschwitz, Escobar"
USD 260.000,180m²,180m²,,3,,3,,,",  El Cantón, Escobar"
Consultar precio,1m²,1m²,7,3,1,5,1,15,",  Terravista, General Rodríguez"
USD 1.200.000,420m²,420m²,6,4,,5,1,8,",  Saint Thomas, Esteban Echeverría"
USD 490.000,1700m²,285m²,6,3,1,4,1,A estrenar,",  Martindale, Pilar"
USD 215.000,800m²,140m²,5,2,1,3,1,A estrenar,",  San Sebastián, Zelaya"
$ 1,258m²,92m²,3,,1,2,,11,",  Santa Rosa de Calamuchita, Córdoba"
USD 240.000,305m²,120m²,3,,,2,,50,",  Olivos, Vicente López"
